Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
31,Fernando Álvarez,co COL,DF,CF Montréal,19,2003,2.8,170,17,61,104,6,1,170,0,0,,0,,91,326,151,0,0,0,0,1,104,1,Matches
32,Luis Amarilla,py PAR,FW,Minnesota Utd,27,1995,8.2,363,12,31,194,143,38,361,26,11,42.3,12,46.2,203,918,367,12,5,4,32,14,277,66,Matches
33,Frankie Amaya,us USA,MF,NY Red Bulls,22,2000,21.3,1107,40,181,601,335,23,1107,29,19,65.5,5,17.2,584,2922,1351,21,30,5,26,12,627,25,Matches
34,Malte Amundsen,dk DEN,DF,Columbus Crew,24,1998,21.0,1515,88,589,778,158,31,1515,12,7,58.3,4,33.3,877,4061,1948,20,18,5,21,6,951,44,Matches
35,Sebastian Anderson,us USA,DF,Colorado Rapids,20,2002,3.0,120,13,48,38,35,1,120,2,2,100.0,0,0.0,58,310,160,4,2,0,2,0,57,6,Matches
36,José Andrés Martínez,ve VEN,MF,Philadelphia,28,1994,20.3,1146,48,279,726,159,4,1146,36,21,58.3,12,33.3,662,3205,1556,19,26,1,38,12,710,17,Matches
37,Iván Angulo,co COL,"FW,DF",Orlando City,23,1999,27.6,1132,36,180,416,553,96,1132,92,42,45.7,41,44.6,777,5278,2379,75,38,37,55,25,827,253,Matches
38,Marco Angulo,ec ECU,MF,FC Cincinnati,20,2002,8.7,454,14,102,267,92,8,454,12,9,75.0,3,25.0,253,1184,430,3,6,1,18,10,275,22,Matches
39,Eugene Ansah,gh GHA,FW,FC Dallas,28,1994,2.0,64,1,10,19,37,10,64,7,2,28.6,4,57.1,45,319,109,3,3,2,5,4,47,15,Matches
40,Themi Antonoglou,ca CAN,"DF,MF",Toronto FC,21,2001,5.3,278,18,93,122,68,3,278,7,3,42.9,4,57.1,159,724,341,6,6,1,1,2,165,25,Matches
41,Antony,br BRA,"FW,MF",Portland Timbers,21,2001,2.8,124,1,5,44,76,9,124,9,6,66.7,2,22.2,91,593,239,9,8,1,8,6,99,43,Matches
42,Brian Anunga,cm CMR,MF,Nashville,26,1996,6.3,319,7,95,186,44,1,319,10,4,40.0,5,50.0,183,836,253,2,7,0,7,4,211,7,Matches
43,Cristian Arango,co COL,FW,Real Salt Lake,27,1995,8.4,258,11,17,97,150,40,258,23,8,34.8,14,60.9,153,914,407,9,17,4,19,13,184,56,Matches
44,César Araujo,uy URU,MF,Orlando City,21,2001,30.3,1929,69,477,1114,356,29,1929,26,13,50.0,7,26.9,1075,4580,2177,21,35,3,22,14,1325,38,Matches
45,Luiz Araújo,br BRA,FW,Atlanta Utd,26,1996,14.1,727,5,70,301,375,42,726,92,43,46.7,41,44.6,506,3732,1830,63,50,18,35,16,559,120,Matches
46,Miguel Araujo,pe PER,DF,Portland Timbers,28,1994,1.9,113,5,45,65,4,1,113,1,1,100.0,0,0.0,70,349,175,1,0,0,1,0,82,1,Matches
47,Scott Arfield,ca CAN,"MF,FW",Charlotte,34,1988,4.6,242,10,48,118,76,15,242,5,4,80.0,1,20.0,124,446,174,2,7,2,5,2,165,15,Matches
48,Maximilian Arfsten,us USA,"DF,MF",Columbus Crew,21,2001,3.1,173,6,31,67,76,14,173,10,6,60.0,4,40.0,113,707,380,15,9,6,11,3,121,32,Matches
49,Santiago Arias,co COL,DF,FC Cincinnati,31,1992,18.4,1067,39,226,481,370,50,1067,26,12,46.2,10,38.5,519,3113,1520,38,34,7,13,9,645,113,Matches
50,Xavier Arreaga,ec ECU,"DF,MF",Seattle,28,1994,3.9,232,20,125,100,8,6,232,3,2,66.7,0,0.0,130,712,392,1,0,0,0,2,158,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
51,Kervin Arriaga,hn HON,MF,Minnesota Utd,25,1998,13.0,793,53,201,498,103,15,793,26,14,53.8,11,42.3,419,2019,775,15,14,2,16,13,485,13,Matches
52,Paul Arriola,us USA,"FW,MF",FC Dallas,27,1995,18.4,760,11,90,323,358,74,760,26,10,38.5,12,46.2,489,2410,1228,34,26,11,46,17,577,137,Matches
53,Dixon Arroyo,ec ECU,MF,Inter Miami,30,1992,19.9,1363,58,359,864,152,3,1363,10,4,40.0,5,50.0,808,3250,1029,4,12,0,25,17,969,10,Matches
54,Artur,br BRA,MF,Dynamo FC,26,1996,30.3,1936,105,649,1056,247,14,1936,49,33,67.3,13,26.5,1176,4635,1667,8,28,4,22,26,1350,23,Matches
55,Yamil Asad,ar ARG,"MF,FW",D.C. United,28,1994,5.8,337,3,29,153,157,18,337,15,5,33.3,10,66.7,181,972,442,13,10,3,11,11,233,49,Matches
56,Dairon Asprilla,co COL,"FW,MF",Portland Timbers,30,1992,16.1,722,15,78,279,381,68,722,72,31,43.1,36,50.0,454,2559,1414,41,27,13,49,22,531,139,Matches
57,Joshua Atencio,us USA,MF,Seattle,21,2002,10.9,753,24,162,432,167,19,753,25,14,56.0,9,36.0,412,2134,884,24,16,5,26,20,467,34,Matches
58,Julián Aude,ar ARG,DF,LA Galaxy,19,2003,13.3,884,40,309,406,172,10,884,24,12,50.0,7,29.2,462,2137,1150,15,16,1,20,9,550,53,Matches
59,Tomás Avilés,ar ARG,DF,Inter Miami,18,2004,9.7,675,55,328,325,26,8,675,5,2,40.0,2,40.0,380,1731,813,4,4,0,8,1,476,3,Matches
60,David Ayala,ar ARG,MF,Portland Timbers,20,2002,1.8,114,5,20,63,34,4,114,8,2,25.0,4,50.0,74,367,172,3,3,0,5,1,68,5,Matches
61,Edison Azcona,do DOM,"MF,DF",Inter Miami,19,2003,0.6,54,1,5,16,35,5,54,6,3,50.0,0,0.0,36,254,152,5,5,0,7,1,38,14,Matches
62,Dominique Badji,sn SEN,FW,FC Cincinnati,30,1992,10.2,286,10,32,126,131,46,286,10,4,40.0,5,50.0,173,1246,507,20,8,15,18,6,212,66,Matches
63,Corey Baird,us USA,FW,Dynamo FC,27,1996,25.9,859,20,119,375,384,78,859,58,26,44.8,29,50.0,518,2536,1130,31,28,10,38,18,615,147,Matches
64,Esmir Bajraktarevic,us USA,"FW,MF",New England,17,2005,5.5,238,0,27,104,108,26,238,28,7,25.0,17,60.7,159,1132,544,21,8,10,14,3,176,34,Matches
65,Cody Baker,us USA,DF,Seattle,19,2004,7.6,539,22,133,252,155,5,539,4,0,0.0,4,100.0,239,1459,782,19,14,2,8,4,335,50,Matches
66,Reed Baker-Whiting,us USA,"DF,FW",Seattle,17,2005,7.1,497,20,131,218,151,15,497,29,15,51.7,13,44.8,300,1675,809,25,19,5,5,8,318,53,Matches
67,Monsef Bakrar,dz ALG,FW,NYCFC,22,2001,8.4,187,4,6,74,109,39,186,16,4,25.0,11,68.8,111,513,249,10,8,10,18,3,131,44,Matches
68,Michael Baldisimo,ca CAN,MF,San Jose,22,2000,3.3,189,10,62,104,26,1,189,5,3,60.0,2,40.0,104,437,163,1,1,0,1,9,116,3,Matches
69,Thai Baribo,il ISR,"FW,MF",Philadelphia,25,1998,1.7,50,3,4,28,18,4,50,1,0,0.0,1,100.0,25,78,4,0,1,0,2,2,40,7,Matches
70,Tom Barlow,us USA,FW,NY Red Bulls,27,1995,20.5,582,14,47,241,295,73,582,19,7,36.8,12,63.2,306,1261,533,19,9,8,47,17,415,102,Matches
71,Luis Barraza,us USA,GK,NYCFC,26,1996,24.0,1149,734,1132,17,0,0,1149,2,2,100.0,0,0.0,650,2642,1648,0,0,0,0,0,694,0,Matches
72,Álvaro Barreal,ar ARG,DF,FC Cincinnati,22,2000,31.3,2205,69,517,969,745,98,2205,95,41,43.2,41,43.2,1136,6463,3107,84,48,30,56,17,1320,238,Matches
73,Michael Barrios,co COL,"FW,MF",Colorado Rapids,31,1991,9.3,301,4,31,103,175,37,301,35,8,22.9,22,62.9,191,1203,652,22,16,15,20,9,210,82,Matches
74,Michael Barrios,co COL,"FW,MF",LA Galaxy,31,1991,1.3,61,1,7,12,42,14,61,2,0,0.0,1,50.0,37,152,82,5,0,2,7,4,43,15,Matches
75,Lucas Bartlett,us USA,DF,St. Louis,25,1997,11.9,627,86,316,296,21,9,627,6,2,33.3,4,66.7,283,1825,998,5,3,0,8,1,292,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
76,Ethan Bartlow,us USA,DF,Dynamo FC,22,2000,22.1,1330,244,837,445,55,21,1330,10,8,80.0,1,10.0,849,4113,2478,12,8,2,4,2,930,7,Matches
77,Cole Bassett,us USA,"MF,FW",Colorado Rapids,21,2001,21.1,1003,27,159,499,352,46,1003,38,24,63.2,12,31.6,610,2909,1464,44,28,9,39,12,720,73,Matches
78,Amine Bassi,fr FRA,"MF,FW",Dynamo FC,25,1997,22.2,1363,7,134,768,478,48,1357,46,23,50.0,20,43.5,953,4498,2159,40,44,4,29,24,1103,96,Matches
79,Jesús Batiz,us USA,"MF,FW",Toronto FC,23,1999,0.7,29,0,6,13,11,2,29,3,3,100.0,0,0.0,20,150,90,3,1,1,2,1,22,8,Matches
80,Josh Bauer,us USA,DF,Nashville,24,1998,5.8,337,43,183,145,11,3,337,1,0,0.0,0,0.0,203,746,328,1,0,0,2,0,235,1,Matches
81,Tanner Beason,us USA,DF,San Jose,25,1997,15.6,824,207,550,255,20,11,824,1,1,100.0,0,0.0,415,1604,682,1,1,0,11,0,476,0,Matches
82,Gavin Beavers,us USA,GK,Real Salt Lake,17,2005,6.5,196,172,196,0,0,0,196,0,0,,0,,95,459,264,0,0,0,0,0,70,0,Matches
83,Simon Becher,us USA,"FW,MF",Vancouver,23,1999,6.8,178,8,13,70,99,43,178,11,3,27.3,7,63.6,100,364,148,6,3,7,21,6,133,48,Matches
84,Alejandro Bedoya,us USA,MF,Philadelphia,35,1987,22.3,1112,34,187,526,405,79,1112,18,13,72.2,5,27.8,579,3094,1605,44,28,8,22,15,746,143,Matches
85,Steven Beitashour,ir IRN,DF,Colorado Rapids,35,1987,6.7,349,28,118,183,50,4,349,1,0,0.0,1,100.0,189,647,218,4,2,0,7,0,218,17,Matches
86,Jon Bell,jm JAM,DF,St. Louis,25,1997,1.6,82,11,47,34,1,1,82,0,0,,0,,40,147,56,0,0,0,1,0,45,0,Matches
87,Zaydan Bello,au AUS,MF,Minnesota Utd,20,2002,0.2,10,1,2,0,8,1,10,1,1,100.0,0,0.0,6,29,15,1,0,1,3,1,6,1,Matches
88,Nico Benalcázar,us USA,MF,NYCFC,21,2001,0.1,6,0,2,4,0,0,6,0,0,,0,,1,3,0,0,0,0,1,0,1,0,Matches
89,Ben Bender,us USA,"MF,FW",Charlotte,21,2001,10.1,478,10,57,227,197,30,478,26,11,42.3,13,50.0,290,1681,745,25,8,3,22,9,343,94,Matches
90,Joe Bendik,us USA,GK,Philadelphia,33,1989,7.6,176,158,175,1,0,0,176,0,0,,0,,72,368,251,0,0,0,0,0,41,0,Matches
91,Christian Benteke,be BEL,FW,D.C. United,32,1990,31.0,1097,37,64,474,566,205,1096,37,21,56.8,14,37.8,518,2227,865,35,24,20,69,37,897,164,Matches
92,Sebastian Berhalter,us USA,MF,Vancouver,21,2001,14.4,890,45,193,536,170,10,890,6,4,66.7,1,16.7,414,1661,807,12,14,0,8,8,522,23,Matches
93,Federico Bernardeschi,it ITA,"FW,MF",Toronto FC,28,1994,28.9,1448,14,120,535,820,120,1446,168,64,38.1,90,53.6,999,7860,3271,117,80,55,86,56,1089,264,Matches
94,Miguel Berry,es ESP,FW,Atlanta Utd,25,1997,11.5,226,4,21,111,97,30,226,23,10,43.5,12,52.2,125,649,236,8,6,5,23,8,150,34,Matches
95,Aaron Bibout,cm CMR,FW,LA Galaxy,18,2004,0.3,13,0,0,7,6,2,13,0,0,,0,,9,27,11,0,1,0,2,0,10,2,Matches
96,David Bingham,us USA,GK,Portland Timbers,33,1989,19.0,702,486,695,7,0,0,702,0,0,,0,,377,1917,1179,0,0,0,0,0,302,0,Matches
97,Steve Birnbaum,us USA,DF,D.C. United,32,1991,17.9,923,121,497,375,55,42,923,0,0,,0,,456,1725,843,2,1,0,1,0,566,6,Matches
98,Stipe Biuk,hr CRO,FW,Los Angeles FC,20,2002,14.9,596,10,81,186,341,90,596,52,23,44.2,25,48.1,393,2946,1491,77,30,38,38,9,437,154,Matches
99,Tristan Blackmon,us USA,DF,Vancouver,26,1996,28.0,1871,221,1004,809,69,38,1871,16,7,43.8,7,43.8,1098,5268,3045,18,13,0,13,6,1300,3,Matches
100,Andre Blake,jm JAM,GK,Philadelphia,32,1990,26.4,670,599,670,0,0,0,670,2,1,50.0,0,0.0,347,2156,1362,0,0,0,2,0,207,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
101,Sebastián Blanco,ar ARG,"FW,MF",Portland Timbers,34,1988,4.9,232,0,15,82,137,18,232,9,4,44.4,4,44.4,177,1069,565,19,8,7,5,6,205,60,Matches
102,Latif Blessing,gh GHA,"FW,MF",Toronto FC,26,1996,1.7,68,1,12,31,26,3,68,1,0,0.0,1,100.0,36,161,62,1,3,0,2,3,51,11,Matches
103,Latif Blessing,gh GHA,MF,New England,26,1996,11.5,583,23,122,351,117,12,583,31,18,58.1,10,32.3,343,1437,584,9,8,1,18,8,362,17,Matches
104,Njabulo Blom,za RSA,MF,St. Louis,23,1999,21.3,965,55,246,581,157,4,965,35,24,68.6,8,22.9,476,2419,900,8,18,1,35,20,490,17,Matches
105,Emmanuel Boateng,gh GHA,"FW,MF",New England,29,1994,16.0,677,21,104,259,322,40,677,30,17,56.7,10,33.3,457,2584,1240,46,20,14,21,4,503,148,Matches
106,Israel Boatwright,do DOM,"MF,DF",Inter Miami,17,2005,0.8,53,5,17,22,14,0,53,3,1,33.3,1,33.3,32,147,65,1,1,0,1,1,31,7,Matches
107,Mateusz Bogusz,pl POL,"MF,FW",Los Angeles FC,21,2001,19.3,1012,18,88,418,530,69,1011,57,37,64.9,13,22.8,671,3671,1883,56,42,16,44,17,711,127,Matches
108,Franck Boli,ci CIV,FW,Portland Timbers,29,1993,16.2,449,4,31,178,245,85,449,54,21,38.9,28,51.9,298,1584,679,28,15,21,52,38,331,107,Matches
109,Joshua Bolma,gh GHA,MF,New England,20,2002,0.3,26,0,6,18,2,0,26,0,0,,0,,16,99,49,1,1,0,0,0,23,0,Matches
110,Moïse Bombito,ca CAN,DF,Colorado Rapids,22,2000,8.3,466,50,231,180,59,15,466,4,3,75.0,1,25.0,241,1328,746,12,5,3,10,1,275,11,Matches
111,Jonathan Bond,eng ENG,GK,LA Galaxy,29,1993,22.8,842,766,841,1,0,0,842,1,1,100.0,0,0.0,480,2332,1451,0,0,0,2,0,400,0,Matches
112,Pablo Bonilla,ve VEN,DF,Portland Timbers,23,1999,0.8,33,3,11,7,15,1,33,0,0,,0,,11,33,18,1,0,0,0,0,16,5,Matches
113,Alex Bono,us USA,GK,D.C. United,28,1994,9.5,443,317,425,19,0,0,443,2,2,100.0,0,0.0,231,1126,624,0,0,0,0,0,208,0,Matches
114,Shanyder Borgelin,ht HAI,FW,Inter Miami,21,2001,1.6,49,1,4,16,31,13,49,4,1,25.0,2,50.0,25,181,24,1,1,1,10,6,35,8,Matches
115,Dylan Borrero,co COL,"FW,MF",New England,21,2002,5.7,287,6,30,117,146,27,287,27,14,51.9,9,33.3,194,1476,710,28,11,16,15,6,215,52,Matches
116,Gustavo Bou,ar ARG,"FW,MF",New England,32,1990,14.0,615,6,38,221,361,71,614,44,20,45.5,17,38.6,365,2238,1108,40,29,14,27,21,438,108,Matches
117,Denis Bouanga,ga GAB,FW,Los Angeles FC,28,1994,28.1,1271,23,122,391,790,227,1268,192,87,45.3,91,47.4,838,6790,3643,145,73,87,101,57,925,322,Matches
118,Ousseni Bouda,bf BFA,"FW,MF",San Jose,22,2000,1.7,85,1,7,26,53,12,85,7,1,14.3,6,85.7,51,265,94,2,3,1,4,9,63,13,Matches
119,Aaron Boupendza,ga GAB,FW,FC Cincinnati,26,1996,6.7,266,1,20,113,138,44,266,28,12,42.9,15,53.6,166,932,428,15,7,8,23,6,192,38,Matches
120,Michael Boxall,nz NZL,DF,Minnesota Utd,34,1988,31.7,1773,299,982,724,82,21,1773,20,13,65.0,3,15.0,965,4804,3039,18,20,1,17,5,1075,4,Matches
121,Tyler Boyd,us USA,"FW,MF",LA Galaxy,28,1994,25.8,1134,21,142,396,613,112,1134,85,42,49.4,38,44.7,809,5472,2619,104,64,37,67,49,874,261,Matches
122,Michael Bradley,us USA,"MF,DF",Toronto FC,35,1987,16.0,1010,149,470,500,46,2,1010,9,5,55.6,4,44.4,564,2541,1095,3,10,1,12,4,665,8,Matches
123,Christopher Brady,us USA,GK,Chicago Fire,18,2004,29.3,872,771,870,2,0,0,872,0,0,,0,,400,1952,1183,0,0,0,1,1,286,0,Matches
124,Zachary Brault-Guillard,ca CAN,"DF,MF",CF Montréal,24,1998,14.5,774,36,172,328,282,36,774,23,9,39.1,12,52.2,428,2094,1015,27,25,6,28,15,485,123,Matches
125,Claudio Bravo,ar ARG,DF,Portland Timbers,25,1997,25.9,1706,105,535,855,344,17,1706,43,26,60.5,12,27.9,845,4687,2933,61,43,4,26,21,866,57,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
126,Luke Brennan,us USA,MF,Atlanta Utd,17,2005,0.0,1,0,0,0,1,0,1,0,0,,0,,1,2,0,0,0,0,0,0,1,0,Matches
127,Brenner,br BRA,FW,FC Cincinnati,23,2000,5.9,283,2,22,144,121,22,283,15,7,46.7,7,46.7,190,867,266,8,6,6,10,12,236,38,Matches
128,Ethan Bristow,kn SKN,DF,Minnesota Utd,21,2001,6.0,294,17,89,106,101,7,294,2,0,0.0,1,50.0,138,756,412,12,11,1,3,4,156,25,Matches
129,Andrew Brody,us USA,DF,Real Salt Lake,27,1995,25.2,1552,95,438,716,420,23,1552,47,31,66.0,12,25.5,843,5577,3272,82,54,7,24,7,968,133,Matches
130,Brandt Bronico,us USA,MF,Charlotte,27,1995,28.8,1395,55,304,756,354,55,1395,36,14,38.9,18,50.0,761,3867,1780,48,39,7,44,27,912,111,Matches
131,Javain Brown,jm JAM,DF,Vancouver,23,1999,19.6,1298,107,499,563,245,28,1298,15,9,60.0,5,33.3,661,2778,1507,23,21,2,8,7,767,63,Matches
132,Gastón Brugman,uy URU,MF,LA Galaxy,30,1992,21.1,1818,56,440,1131,267,15,1817,46,31,67.4,9,19.6,1141,5593,3080,51,41,4,27,14,1350,37,Matches
133,Will Bruin,us USA,FW,Austin,33,1989,3.9,100,8,11,60,29,14,100,6,1,16.7,5,83.3,52,154,66,1,1,1,11,4,67,10,Matches
134,Noel Buck,eng ENG,"MF,FW",New England,17,2005,19.5,981,27,194,530,269,20,981,43,26,60.5,11,25.6,595,3290,1573,48,31,6,30,14,700,55,Matches
135,Teal Bunbury,us USA,FW,Nashville,32,1990,18.3,554,9,25,273,259,77,554,23,15,65.2,7,30.4,261,1105,420,19,8,13,31,13,422,113,Matches
136,Cory Burke,jm JAM,FW,NY Red Bulls,31,1991,10.8,379,9,26,162,200,58,379,42,24,57.1,17,40.5,178,1075,435,15,13,8,37,24,237,42,Matches
137,Roman Bürki,ch SUI,GK,St. Louis,32,1990,33.0,1249,920,1225,26,0,0,1249,1,1,100.0,0,0.0,672,3855,2244,0,0,0,3,0,497,0,Matches
138,Kendall Burks,us USA,"DF,MF",Chicago Fire,23,1999,5.7,265,40,145,110,12,3,265,3,2,66.7,0,0.0,130,562,288,4,0,0,3,0,140,2,Matches
139,Sergio Busquets,es ESP,MF,Inter Miami,34,1988,10.3,819,43,220,489,114,3,819,7,3,42.9,3,42.9,434,1675,789,10,8,2,7,11,582,11,Matches
140,Brandon Bye,us USA,DF,New England,27,1995,18.5,1158,82,332,497,342,31,1158,29,14,48.3,12,41.4,572,3495,1713,49,30,1,20,10,660,93,Matches
141,Nathan Byrne,eng ENG,DF,Charlotte,30,1992,28.9,1888,97,631,973,302,15,1888,25,9,36.0,11,44.0,907,4235,2310,40,34,4,18,8,1120,50,Matches
142,Jorge Cabezas,co COL,"FW,MF",NY Red Bulls,19,2003,1.3,52,2,3,18,31,7,52,6,5,83.3,1,16.7,27,123,24,1,3,1,8,1,30,6,Matches
143,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,23,1999,13.1,374,8,43,166,169,48,374,31,13,41.9,15,48.4,210,1365,620,23,15,13,27,6,233,56,Matches
144,Rémi Cabral,fr FRA,DF,Colorado Rapids,23,1999,0.1,7,0,0,3,4,0,7,0,0,,0,,2,22,16,1,0,0,0,0,5,0,Matches
145,Martín Cáceres,uy URU,DF,LA Galaxy,35,1987,14.5,954,104,448,472,34,7,954,1,0,0.0,1,100.0,575,2425,1452,3,7,0,5,0,681,3,Matches
146,Deiber Caicedo,co COL,"MF,FW",Vancouver,22,2000,2.2,124,2,14,43,69,10,124,16,9,56.3,7,43.8,88,785,337,12,8,1,7,4,88,21,Matches
147,Luís Caicedo,co COL,MF,Dynamo FC,26,1996,13.5,711,38,212,447,56,0,711,7,2,28.6,5,71.4,408,1469,658,1,6,0,7,9,476,6,Matches
148,Scott Caldwell,us USA,MF,Real Salt Lake,31,1991,1.9,71,4,18,48,5,0,71,1,1,100.0,0,0.0,32,81,29,0,0,0,0,0,48,0,Matches
149,Lucas Calegari,br BRA,DF,LA Galaxy,20,2002,21.5,1466,81,451,699,329,18,1466,42,24,57.1,11,26.2,846,4394,2559,32,38,3,25,11,958,98,Matches
150,Noel Caliskan,de GER,MF,Portland Timbers,22,2000,2.9,126,6,19,79,28,6,126,1,0,0.0,1,100.0,68,324,127,4,2,1,0,1,82,6,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
151,Drake Callender,us USA,GK,Inter Miami,25,1997,33.0,1213,1080,1207,6,0,0,1213,0,0,,0,,659,3516,1921,0,1,1,0,0,518,0,Matches
152,Rudy Camacho,fr FRA,DF,Columbus Crew,31,1991,8.8,689,85,377,301,16,3,689,2,2,100.0,0,0.0,431,2431,1144,3,4,0,1,1,460,1,Matches
153,Rudy Camacho,fr FRA,"DF,MF",CF Montréal,31,1991,17.9,1266,181,726,490,53,16,1266,7,7,100.0,0,0.0,678,3666,1859,5,7,0,7,2,776,6,Matches
154,Brandon Cambridge,us USA,"FW,DF",Charlotte,20,2002,1.5,63,1,7,28,30,6,63,5,3,60.0,1,20.0,46,446,264,9,7,2,4,3,51,20,Matches
155,Leonardo Campana,ec ECU,FW,Inter Miami,22,2000,18.2,630,23,51,314,273,70,627,26,13,50.0,12,46.2,334,1231,399,17,12,4,36,24,473,91,Matches
156,George Campbell,us USA,DF,CF Montréal,21,2001,20.6,1384,132,651,657,84,10,1384,28,18,64.3,10,35.7,821,4109,2173,24,17,2,19,7,888,11,Matches
157,Russell Canouse,us USA,MF,D.C. United,27,1995,24.6,1323,41,351,817,171,9,1323,30,18,60.0,7,23.3,637,2759,1071,9,13,0,26,21,780,23,Matches
158,Antonio Carlos,br BRA,DF,Orlando City,29,1993,15.7,872,144,455,398,26,17,872,4,4,100.0,0,0.0,503,2529,1502,12,2,0,2,0,554,2,Matches
159,Wikelman Carmona,ve VEN,"FW,MF",NY Red Bulls,19,2003,7.4,321,5,44,124,160,15,321,32,14,43.8,15,46.9,202,1128,350,13,10,4,23,15,218,53,Matches
160,Julián Carranza,ar ARG,FW,Philadelphia,22,2000,27.6,1075,25,75,469,544,134,1075,54,18,33.3,32,59.3,660,3138,1122,34,35,12,78,38,810,201,Matches
161,Adalberto Carrasquilla,pa PAN,"FW,MF",Dynamo FC,24,1998,22.6,1255,14,137,644,488,53,1255,92,48,52.2,38,41.3,866,4361,2362,61,63,10,49,33,997,110,Matches
162,Wilder Cartagena,pe PER,MF,Orlando City,28,1994,21.1,1236,36,255,830,164,5,1236,21,12,57.1,8,38.1,715,2917,1142,8,15,0,15,21,868,15,Matches
163,Javier Casas,us USA,MF,Chicago Fire,19,2003,0.6,34,0,7,18,9,0,34,3,1,33.3,2,66.7,19,163,86,3,2,0,3,3,20,3,Matches
164,Julio Cascante,cr CRC,DF,Austin,29,1993,22.9,1686,236,941,700,56,43,1686,10,7,70.0,2,20.0,1155,5477,2832,9,4,0,6,4,1284,2,Matches
165,Cristian Cásseres Jr.,ve VEN,MF,NY Red Bulls,23,2000,16.0,989,16,139,554,310,15,989,48,23,47.9,18,37.5,487,2616,1360,27,28,4,22,25,535,40,Matches
166,Robert Castellanos,us USA,DF,Sporting KC,24,1998,7.8,528,68,308,209,11,8,528,2,1,50.0,1,50.0,338,1618,737,0,0,0,3,3,348,1,Matches
167,Roman Celentano,us USA,GK,FC Cincinnati,22,2000,33.0,893,803,891,2,0,0,893,0,0,,0,,394,2427,1458,0,0,0,1,0,263,0,Matches
168,Edwin Cerrillo,us USA,MF,FC Dallas,22,2000,15.1,1034,48,264,631,150,3,1034,12,7,58.3,4,33.3,593,2807,1064,12,15,1,21,12,764,15,Matches
169,Edwin Cerrillo,us USA,MF,LA Galaxy,22,2000,9.0,652,23,155,429,74,5,652,11,7,63.6,3,27.3,414,1932,854,6,8,1,12,3,515,10,Matches
170,Tomás Chancalay,ar ARG,"FW,MF",New England,24,1999,9.5,482,8,44,232,215,30,482,42,26,61.9,11,26.2,339,2378,1149,36,23,5,32,10,358,73,Matches
171,Maikel Chang,cu CUB,"MF,FW",Real Salt Lake,31,1991,11.3,647,10,63,246,344,36,647,22,11,50.0,7,31.8,378,1914,922,35,28,7,29,14,434,124,Matches
172,Maxime Chanot,lu LUX,DF,NYCFC,33,1989,19.0,1401,210,874,505,28,17,1401,3,3,100.0,0,0.0,810,4175,2293,8,3,0,10,4,949,1,Matches
173,Diego Chará,co COL,MF,Portland Timbers,36,1986,28.5,1474,83,390,927,173,3,1474,18,7,38.9,9,50.0,741,3077,1391,14,21,2,22,10,883,17,Matches
174,Yimmi Chará,co COL,FW,Portland Timbers,31,1991,8.2,388,11,67,149,178,32,388,15,5,33.3,8,53.3,240,1315,644,18,12,6,14,11,273,67,Matches
