Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
568,Jean-Claude Ngando,cm CMR,"MF,FW",Vancouver,23,1999,0.9,55,72,76.4,913,298,27,33,81.8,21,26,80.8,5,7,71.4,0,0.0,0.1,0.0,0,6,2,0,10,Matches
569,Sam Nicholson,sct SCO,"MF,DF",Colorado Rapids,28,1995,16.6,415,568,73.1,6236,1853,227,274,82.8,166,213,77.9,14,38,36.8,1,1.1,1.0,-0.1,11,28,12,4,33,Matches
570,Jarosław Niezgoda,pl POL,FW,Portland Timbers,27,1995,7.3,95,144,66.0,1087,227,68,90,75.6,12,30,40.0,3,3,100.0,0,0.3,0.6,-0.3,4,10,2,0,10,Matches
571,Joakim Nilsson,se SWE,DF,St. Louis,28,1994,6.6,243,279,87.1,4653,2147,83,90,92.2,142,152,93.4,18,31,58.1,0,0.0,0.1,0.0,1,11,0,0,14,Matches
572,Matt Nocita,us USA,DF,NY Red Bulls,22,2000,0.3,4,7,57.1,82,32,0,0,,4,6,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
573,Nolan Norris,us USA,MF,FC Dallas,17,2005,1.5,57,66,86.4,910,93,29,30,96.7,23,26,88.5,5,8,62.5,0,0.0,0.0,0.0,0,0,0,0,3,Matches
574,Tsiki Ntsabeleng,za RSA,"MF,FW",FC Dallas,24,1998,3.9,138,177,78.0,2213,636,66,80,82.5,51,61,83.6,12,20,60.0,4,0.6,0.8,+3.4,6,17,6,3,19,Matches
575,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,26,1996,28.7,1062,1243,85.4,18630,4764,462,516,89.5,483,536,90.1,97,133,72.9,3,1.4,1.4,+1.6,20,124,13,2,134,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
576,Moses Nyeman,us USA,MF,Real Salt Lake,19,2003,0.3,13,16,81.3,239,45,3,4,75.0,8,9,88.9,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
577,Lewis O'Brien,eng ENG,MF,D.C. United,24,1998,16.8,667,830,80.4,10685,3400,346,388,89.2,238,281,84.7,52,100,52.0,1,1.9,2.1,-0.9,23,90,14,3,98,Matches
578,Shane O'Neill,us USA,DF,Toronto FC,29,1993,10.4,517,594,87.0,9364,3369,215,226,95.1,253,281,90.0,41,71,57.7,0,0.0,0.1,0.0,1,38,2,1,26,Matches
579,Kevin O'Toole,us USA,"DF,MF",NYCFC,24,1998,13.3,558,689,81.0,8319,3037,320,358,89.4,197,227,86.8,28,59,47.5,0,1.3,0.9,-1.3,11,35,13,6,56,Matches
580,Jáder Obrian,co COL,"FW,MF",FC Dallas,27,1995,21.0,358,485,73.8,4636,1296,232,282,82.3,94,126,74.6,11,21,52.4,3,4.3,3.9,-1.3,32,22,22,2,52,Matches
581,Chinonso Offor,ng NGA,FW,CF Montréal,22,2000,16.8,207,338,61.2,2765,319,132,183,72.1,59,93,63.4,7,19,36.8,0,1.0,0.5,-1.0,11,11,5,0,19,Matches
582,Braian Ojeda,py PAR,MF,Real Salt Lake,22,2000,24.0,1057,1236,85.5,20600,5868,447,484,92.4,414,472,87.7,172,226,76.1,1,1.3,1.4,-0.3,22,141,24,12,148,Matches
583,Martín Ojeda,ar ARG,"FW,MF",Orlando City,24,1998,19.5,555,757,73.3,9881,2870,279,336,83.0,179,228,78.5,80,139,57.6,7,4.7,4.0,+2.3,49,49,22,5,89,Matches
584,Cristian Olivera,uy URU,FW,Los Angeles FC,20,2002,6.7,93,147,63.3,1548,481,49,62,79.0,27,48,56.3,11,21,52.4,0,0.5,0.6,-0.5,8,6,10,5,18,Matches
585,Tani Oluwaseyi,us USA,FW,Minnesota Utd,22,2000,0.1,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
586,Wyatt Omsberg,us USA,DF,Chicago Fire,27,1995,7.9,309,378,81.7,6071,2513,94,103,91.3,188,210,89.5,25,59,42.4,0,0.0,0.0,0.0,0,5,0,0,12,Matches
587,Kwadwo Opoku,gh GHA,FW,Los Angeles FC,21,2001,13.1,236,300,78.7,3309,731,147,165,89.1,71,88,80.7,10,18,55.6,2,1.4,1.2,+0.6,15,16,13,0,38,Matches
588,Kwadwo Opoku,gh GHA,FW,CF Montréal,21,2001,10.3,181,227,79.7,2895,498,90,105,85.7,73,85,85.9,13,21,61.9,1,2.1,2.0,-1.1,11,12,6,0,25,Matches
589,Nathan Ordaz,us USA,FW,Los Angeles FC,19,2004,2.9,56,76,73.7,747,148,32,39,82.1,14,18,77.8,3,5,60.0,1,0.5,0.1,+0.5,3,3,4,0,11,Matches
590,Arquimides Ordonez,gt GUA,FW,FC Cincinnati,19,2003,3.1,52,61,85.2,814,93,27,33,81.8,21,21,100.0,4,4,100.0,0,0.2,0.1,-0.2,4,6,1,0,5,Matches
591,Prince Osei Owusu,de GER,FW,Toronto FC,26,1997,2.9,31,50,62.0,455,55,18,27,66.7,9,14,64.3,3,3,100.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
592,Jonathan Osorio,ca CAN,"MF,FW",Toronto FC,30,1992,20.8,1084,1233,87.9,15452,4100,636,687,92.6,355,394,90.1,42,60,70.0,4,2.0,2.6,+2.0,25,99,19,0,132,Matches
593,Tomáš Ostrák,cz CZE,"MF,FW",St. Louis,22,2000,12.8,291,376,77.4,4702,1095,160,192,83.3,98,117,83.8,25,37,67.6,2,1.3,0.7,+0.7,12,29,6,0,56,Matches
594,Bryan Oviedo,cr CRC,DF,Real Salt Lake,32,1990,19.9,873,1055,82.7,14053,5101,448,482,92.9,343,404,84.9,65,120,54.2,3,2.3,2.1,+0.7,25,57,25,17,79,Matches
595,Devin Padelford,us USA,DF,Minnesota Utd,20,2003,1.7,48,76,63.2,746,323,23,28,82.1,20,34,58.8,3,7,42.9,0,0.0,0.1,0.0,0,3,2,0,9,Matches
596,Maarten Paes,nl NED,GK,FC Dallas,24,1998,29.1,705,1004,70.2,18576,13484,164,165,99.4,325,337,96.4,212,495,42.8,0,0.0,0.0,0.0,0,11,0,0,0,Matches
597,Nelson Palacio,co COL,MF,Real Salt Lake,21,2001,9.6,390,430,90.7,8162,1894,134,146,91.8,172,179,96.1,79,93,84.9,1,0.1,0.2,+0.9,3,35,2,0,27,Matches
598,Diego Palacios,ec ECU,DF,Los Angeles FC,23,1999,27.0,1420,1709,83.1,22221,7493,765,840,91.1,544,657,82.8,77,137,56.2,2,2.6,3.2,-0.6,28,112,24,10,143,Matches
599,Sergi Palencia,es ESP,DF,Los Angeles FC,26,1996,14.0,631,806,78.3,10268,3894,309,354,87.3,260,316,82.3,45,88,51.1,1,0.8,0.9,+0.2,15,52,15,3,60,Matches
600,Victor Pálsson,is ISL,"DF,MF",D.C. United,31,1991,17.5,579,769,75.3,10652,4206,250,294,85.0,269,341,78.9,57,116,49.1,2,0.8,1.1,+1.2,10,64,9,3,66,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
601,Jack Panayotou,us USA,"MF,DF",New England,18,2004,3.6,79,107,73.8,1178,270,46,51,90.2,27,37,73.0,4,10,40.0,0,0.3,0.4,-0.3,3,8,0,0,10,Matches
602,Elliot Panicco,us USA,GK,Nashville,26,1996,2.0,43,62,69.4,1288,964,7,7,100.0,19,19,100.0,17,36,47.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
603,James Pantemis,ca CAN,GK,CF Montréal,25,1997,1.9,52,64,81.3,1029,766,19,19,100.0,29,30,96.7,4,15,26.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
604,Cristhian Paredes,py PAR,MF,Portland Timbers,24,1998,21.2,501,670,74.8,7685,2948,275,333,82.6,180,229,78.6,28,52,53.8,1,2.3,2.9,-1.3,29,72,20,0,102,Matches
605,Isaiah Parente,us USA,"MF,FW",Columbus Crew,22,2000,0.5,23,28,82.1,345,85,9,9,100.0,10,11,90.9,1,3,33.3,0,0.0,0.0,0.0,1,0,0,0,5,Matches
606,Tim Parker,us USA,DF,St. Louis,29,1993,28.5,985,1169,84.3,19954,8169,265,295,89.8,602,676,89.1,109,180,60.6,0,0.0,0.2,0.0,2,67,0,0,75,Matches
607,Keaton Parks,us USA,MF,NYCFC,25,1997,27.9,1260,1442,87.4,21651,6619,602,666,90.4,519,569,91.2,118,149,79.2,2,2.2,3.0,-0.2,29,144,24,0,181,Matches
608,Ilijah Paul,us USA,"FW,MF",Real Salt Lake,20,2002,1.2,14,18,77.8,183,20,6,8,75.0,4,5,80.0,1,1,100.0,0,0.0,0.1,0.0,0,1,0,0,1,Matches
609,João Paulo Mior,br BRA,MF,Seattle,31,1991,27.3,1798,2106,85.4,32641,9885,771,828,93.1,781,874,89.4,202,320,63.1,3,2.7,3.6,+0.3,30,247,30,9,242,Matches
610,Adam Pearlman,us USA,DF,Toronto FC,17,2005,0.1,7,11,63.6,126,38,2,3,66.7,3,5,60.0,1,2,50.0,0,0.0,0.1,0.0,0,1,1,1,0,Matches
611,Matías Pellegrini,ar ARG,"FW,MF",NYCFC,22,2000,12.8,339,447,75.8,5320,1199,180,206,87.4,115,155,74.2,29,42,69.0,1,3.0,3.3,-2.0,18,29,15,3,41,Matches
612,Andrés Perea,us USA,MF,Philadelphia,22,2000,1.7,48,63,76.2,806,223,24,32,75.0,20,23,87.0,4,6,66.7,0,0.0,0.1,0.0,1,3,1,0,7,Matches
613,Andrés Perea,us USA,MF,NYCFC,22,2000,8.6,322,389,82.8,4751,1269,173,190,91.1,120,138,87.0,15,32,46.9,0,0.9,0.9,-0.9,3,27,4,0,37,Matches
614,Daniel Pereira,ve VEN,MF,Austin,22,2000,28.1,1357,1561,86.9,25215,6482,565,614,92.0,603,651,92.6,164,234,70.1,5,1.9,2.1,+3.1,27,126,23,8,162,Matches
615,Gabriel Pereira,br BRA,"FW,MF",NYCFC,21,2001,17.1,333,481,69.2,5945,2031,158,187,84.5,122,157,77.7,42,99,42.4,3,3.8,3.7,-0.8,31,26,27,4,68,Matches
616,Mauricio Pereyra,uy URU,MF,Orlando City,32,1990,23.5,986,1277,77.2,17358,5790,484,567,85.4,344,411,83.7,131,228,57.5,4,3.7,5.7,+0.3,45,170,44,2,219,Matches
617,Jonathan Perez,mx MEX,"DF,MF",LA Galaxy,20,2003,1.3,78,92,84.8,1289,161,43,44,97.7,24,31,77.4,9,14,64.3,1,0.7,0.6,+0.3,8,3,3,3,2,Matches
618,Miguel Perez,us USA,MF,St. Louis,17,2005,6.8,181,254,71.3,2992,1008,87,125,69.6,79,91,86.8,12,20,60.0,0,0.5,0.3,-0.5,9,28,3,0,29,Matches
619,Jordan Perruzza,ca CAN,"FW,MF",Toronto FC,22,2001,1.4,20,28,71.4,246,34,14,19,73.7,4,7,57.1,0,0,,0,0.0,0.1,0.0,1,1,1,0,2,Matches
620,Luca Petrasso,ca CAN,"DF,FW",Orlando City,22,2000,4.8,195,253,77.1,2956,1211,117,134,87.3,66,83,79.5,9,22,40.9,0,0.3,0.2,-0.3,4,15,3,0,19,Matches
621,Raoul Petretta,it ITA,DF,Toronto FC,25,1997,19.4,1045,1235,84.6,15981,6558,604,657,91.9,353,404,87.4,67,120,55.8,1,1.2,0.9,-0.2,9,73,14,3,73,Matches
622,Đorđe Petrović,rs SRB,GK,New England,23,1999,22.0,474,706,67.1,13317,9406,64,64,100.0,250,253,98.8,157,382,41.1,1,0.1,0.0,+0.9,1,12,0,0,1,Matches
623,Fafà Picault,ht HAI,"FW,MF",Nashville,31,1991,18.0,297,447,66.4,4101,756,177,219,80.8,94,141,66.7,12,35,34.3,1,1.8,1.1,-0.8,16,14,9,4,25,Matches
624,Selmir Pidro,ba BIH,DF,St. Louis,24,1998,0.5,16,19,84.2,215,162,8,9,88.9,7,8,87.5,0,0,,0,0.2,0.2,-0.2,1,1,0,0,2,Matches
625,Kayden Pierre,us USA,DF,Sporting KC,19,2003,0.1,6,6,100.0,84,11,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
626,Samuel Piette,ca CAN,MF,CF Montréal,28,1994,12.1,512,585,87.5,9365,2953,211,239,88.3,227,246,92.3,66,82,80.5,0,0.4,0.5,-0.4,7,48,1,0,50,Matches
627,Mauricio Pineda,us USA,"DF,MF",Chicago Fire,25,1997,17.4,683,806,84.7,13817,4892,222,245,90.6,360,393,91.6,93,142,65.5,0,0.5,0.2,-0.5,4,40,1,0,48,Matches
628,Donovan Pines,us USA,DF,D.C. United,24,1998,20.5,737,841,87.6,12927,4052,298,330,90.3,383,418,91.6,48,75,64.0,0,0.8,0.4,-0.8,7,31,2,0,42,Matches
629,Malik Pinto,us USA,MF,FC Cincinnati,20,2002,4.4,152,175,86.9,2310,745,80,89,89.9,59,71,83.1,9,11,81.8,0,0.0,0.3,0.0,1,17,3,0,23,Matches
630,Gabriel Pirani,br BRA,MF,D.C. United,20,2002,9.2,202,249,81.1,3007,877,113,126,89.7,74,87,85.1,10,14,71.4,0,0.5,0.7,-0.5,9,24,8,1,44,Matches
631,Rodolfo Pizarro,mx MEX,"MF,FW",Inter Miami,28,1994,10.3,384,474,81.0,6061,1497,211,238,88.7,131,154,85.1,27,44,61.4,1,2.0,1.7,-1.0,23,44,12,4,57,Matches
632,Matt Polster,us USA,"MF,DF",New England,29,1993,30.4,1472,1687,87.3,26551,7609,612,686,89.2,670,738,90.8,156,195,80.0,1,1.3,1.7,-0.3,17,115,11,0,160,Matches
633,Célio Pompeu,br BRA,"FW,MF",St. Louis,23,1999,10.8,200,312,64.1,2830,985,123,150,82.0,58,94,61.7,12,36,33.3,0,1.5,1.6,-1.5,20,13,14,5,25,Matches
634,Paxton Pomykal,us USA,MF,FC Dallas,23,1999,17.8,704,832,84.6,11422,3000,364,398,91.5,261,307,85.0,54,79,68.4,2,2.0,2.0,0.0,15,50,23,5,84,Matches
635,Alvas Powell,jm JAM,DF,FC Cincinnati,28,1994,10.6,314,422,74.4,6448,2524,96,109,88.1,166,204,81.4,46,88,52.3,1,1.4,0.8,-0.4,8,20,6,3,22,Matches
636,Jack Price,eng ENG,MF,Colorado Rapids,30,1992,0.4,24,31,77.4,429,112,12,14,85.7,8,9,88.9,4,8,50.0,0,0.1,0.2,-0.1,1,2,0,0,1,Matches
637,Ralph Priso-Mbongue,ca CAN,MF,Colorado Rapids,20,2002,11.5,338,403,83.9,5264,1313,182,205,88.8,125,139,89.9,19,32,59.4,0,0.2,0.3,-0.2,7,36,1,0,37,Matches
638,Andrew Privett,us USA,DF,Charlotte,22,2000,11.6,584,670,87.2,11297,4464,186,203,91.6,343,363,94.5,52,97,53.6,0,0.0,0.5,0.0,1,31,1,0,48,Matches
639,Kacper Przybyłko,pl POL,FW,Chicago Fire,29,1993,10.8,218,307,71.0,2733,502,138,183,75.4,64,86,74.4,3,6,50.0,2,1.8,1.1,+0.2,10,19,8,3,25,Matches
640,Riqui Puig,es ESP,"MF,FW",LA Galaxy,23,1999,28.1,1916,2265,84.6,33959,10827,884,984,89.8,737,839,87.8,232,301,77.1,4,3.7,5.7,+0.3,58,298,61,2,346,Matches
641,Teemu Pukki,fi FIN,FW,Minnesota Utd,32,1990,11.5,121,159,76.1,1901,301,58,73,79.5,48,54,88.9,10,11,90.9,1,2.4,2.5,-1.4,9,9,7,4,11,Matches
642,Alan Pulido,mx MEX,FW,Sporting KC,31,1991,24.5,639,773,82.7,9366,1319,378,423,89.4,197,225,87.6,38,50,76.0,1,2.6,1.8,-1.6,29,37,25,3,69,Matches
643,John Pulskamp,us USA,GK,Sporting KC,21,2001,5.0,92,122,75.4,2503,1638,17,17,100.0,45,45,100.0,29,59,49.2,0,0.0,0.0,0.0,0,2,0,0,0,Matches
644,Facundo Quignon,ar ARG,MF,FC Dallas,29,1993,21.3,945,1130,83.6,15505,4521,475,527,90.1,384,443,86.7,63,111,56.8,1,0.6,0.9,+0.4,10,98,9,1,84,Matches
645,Nelson Quiñones,co COL,"FW,MF",Dynamo FC,20,2002,16.4,343,432,79.4,5195,1059,214,242,88.4,102,128,79.7,23,43,53.5,1,1.5,1.7,-0.5,18,11,8,3,21,Matches
646,Philip Quinton,us USA,DF,Columbus Crew,23,1999,10.4,556,636,87.4,9814,4116,228,250,91.2,289,313,92.3,35,63,55.6,0,0.2,0.4,-0.2,3,38,2,0,41,Matches
647,Romell Quioto,hn HON,FW,CF Montréal,31,1991,8.9,165,234,70.5,2886,625,80,99,80.8,62,80,77.5,17,36,47.2,1,0.6,1.0,+0.4,7,14,7,3,20,Matches
648,Nemanja Radoja,rs SRB,MF,Sporting KC,29,1993,19.0,879,967,90.9,17580,4774,320,353,90.7,404,416,97.1,139,162,85.8,2,0.7,0.4,+1.3,15,97,6,0,105,Matches
649,Aleksandar Radovanović,rs SRB,DF,Austin,29,1993,3.9,194,240,80.8,4041,1391,58,64,90.6,107,121,88.4,28,49,57.1,0,0.1,0.0,-0.1,2,14,1,0,15,Matches
650,Jeremy Rafanello,us USA,MF,Philadelphia,22,2000,0.1,4,4,100.0,46,6,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
651,Jackson Ragen,us USA,DF,Seattle,24,1998,31.6,1625,1799,90.3,33567,14645,486,524,92.7,897,944,95.0,230,306,75.2,4,2.4,1.1,+1.6,8,118,3,0,86,Matches
652,Brooklyn Raines,us USA,"MF,FW",Dynamo FC,17,2005,2.2,70,81,86.4,993,232,42,49,85.7,24,25,96.0,1,1,100.0,0,0.0,0.1,0.0,1,5,0,0,5,Matches
653,Christian Ramirez,us USA,"FW,MF",Columbus Crew,31,1991,17.9,259,355,73.0,3335,851,153,198,77.3,69,89,77.5,9,20,45.0,3,1.9,1.4,+1.1,25,19,11,0,39,Matches
654,Greg Ranjitsingh,tt TRI,GK,Toronto FC,29,1993,4.0,101,152,66.4,2890,2429,31,32,96.9,34,34,100.0,35,85,41.2,0,0.0,0.0,0.0,0,5,0,0,0,Matches
655,Ryan Raposo,ca CAN,"DF,FW",Vancouver,23,1999,14.8,501,695,72.1,8493,2639,250,281,89.0,205,264,77.7,40,119,33.6,2,2.6,2.4,-0.6,16,35,22,13,47,Matches
656,Justin Rasmussen,us USA,DF,Portland Timbers,24,1998,3.7,111,169,65.7,1918,844,53,62,85.5,46,65,70.8,11,33,33.3,0,1.0,0.8,-1.0,3,10,2,2,6,Matches
657,Sean Rea,ca CAN,"MF,FW",CF Montréal,20,2002,8.3,187,256,73.0,2778,628,117,141,83.0,53,76,69.7,13,23,56.5,0,0.4,0.6,-0.4,11,10,6,1,20,Matches
658,Matthew Real,us USA,"DF,MF",Philadelphia,23,1999,5.5,173,233,74.2,3231,1315,66,78,84.6,85,103,82.5,20,39,51.3,1,0.2,0.4,+0.8,5,16,5,3,15,Matches
659,Rodney Redes,py PAR,"MF,FW",Austin,22,2000,5.4,97,145,66.9,1601,445,47,60,78.3,39,56,69.6,8,13,61.5,1,1.1,1.0,-0.1,7,8,3,3,13,Matches
660,Jayden Reid,us USA,MF,NY Red Bulls,21,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
661,Justin Rennicks,us USA,"FW,MF",New England,23,1999,4.3,71,96,74.0,992,150,39,48,81.3,29,40,72.5,0,2,0.0,0,0.4,0.2,-0.4,4,1,3,0,4,Matches
662,Andrés Reyes,co COL,DF,NY Red Bulls,23,1999,26.5,850,1160,73.3,15794,6415,312,393,79.4,435,552,78.8,84,162,51.9,0,0.2,0.7,-0.2,4,82,8,0,118,Matches
663,Emanuel Reynoso,ar ARG,MF,Minnesota Utd,27,1995,15.2,617,873,70.7,10204,4351,331,371,89.2,194,258,75.2,65,173,37.6,4,6.5,7.5,-2.5,56,87,59,17,149,Matches
664,Spencer Richey,us USA,GK,Chicago Fire,30,1992,4.7,91,117,77.8,2451,1551,16,16,100.0,48,48,100.0,26,50,52.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
665,Emiliano Rigoni,ar ARG,"FW,MF",Austin,29,1993,24.3,480,741,64.8,9026,2339,221,269,82.2,169,244,69.3,79,178,44.4,4,4.7,4.8,-0.7,44,33,16,10,55,Matches
666,Chris Rindov,us USA,DF,Sporting KC,21,2001,0.1,6,9,66.7,146,43,0,1,0.0,6,7,85.7,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
667,Alexander Ring,fi FIN,"DF,MF",Austin,31,1991,23.9,1216,1463,83.1,23937,9107,479,522,91.8,560,611,91.7,168,294,57.1,1,2.9,2.6,-1.9,15,135,21,5,143,Matches
668,Birk Risa,no NOR,DF,NYCFC,24,1998,9.6,442,519,85.2,9365,3281,131,139,94.2,246,267,92.1,63,105,60.0,1,0.1,0.2,+0.9,2,33,3,0,35,Matches
669,Damien Rivera,cr CRC,"FW,MF",New England,20,2002,2.0,45,69,65.2,589,117,31,39,79.5,11,18,61.1,1,4,25.0,0,0.2,0.1,-0.2,2,3,1,0,5,Matches
670,Nigel Robertha,nl NED,"FW,MF",D.C. United,24,1998,3.4,44,65,67.7,648,132,29,35,82.9,9,14,64.3,5,7,71.4,0,0.0,0.1,0.0,0,7,2,2,5,Matches
671,Miles Robinson,us USA,DF,Atlanta Utd,25,1997,26.3,1330,1549,85.9,26613,9487,391,432,90.5,788,848,92.9,135,239,56.5,1,0.4,0.7,+0.6,2,79,1,0,79,Matches
672,Robbie Robinson,us USA,"FW,MF",Inter Miami,24,1998,3.8,137,169,81.1,1798,374,104,112,92.9,26,35,74.3,5,10,50.0,0,0.4,0.7,-0.4,5,11,4,1,14,Matches
673,Rodrigues,br BRA,DF,San Jose,25,1997,33.3,1473,1737,84.8,29625,12579,485,539,90.0,786,866,90.8,191,287,66.6,1,1.2,0.7,-0.2,8,76,2,0,114,Matches
674,Abraham Rodriguez,us USA,GK,Colorado Rapids,20,2002,1.0,24,28,85.7,598,468,7,7,100.0,10,10,100.0,7,11,63.6,0,0.0,0.0,0.0,0,0,0,0,0,Matches
675,Memo Rodriguez,us USA,"FW,MF",Austin,27,1995,2.7,37,60,61.7,672,215,16,21,76.2,14,18,77.8,6,16,37.5,0,0.3,0.3,-0.3,4,4,1,0,8,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
676,Memo Rodriguez,us USA,"MF,FW",LA Galaxy,27,1995,7.4,222,296,75.0,3377,969,128,144,88.9,69,81,85.2,13,42,31.0,1,0.7,0.8,+0.3,9,12,5,0,28,Matches
677,Missael Rodriguez,us USA,FW,Chicago Fire,19,2003,0.2,4,5,80.0,46,10,3,3,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
678,Santiago Rodríguez,uy URU,"MF,FW",NYCFC,23,2000,28.7,986,1262,78.1,16961,5170,479,543,88.2,356,426,83.6,118,190,62.1,5,6.2,6.0,-1.2,66,102,35,3,158,Matches
679,Alex Roldan,sv SLV,DF,Seattle,26,1996,26.9,1439,1782,80.8,23452,7530,740,804,92.0,543,669,81.2,117,201,58.2,2,4.4,3.5,-2.4,30,98,44,21,109,Matches
680,Cristian Roldan,us USA,"FW,DF",Seattle,27,1995,13.9,447,592,75.5,6546,1969,268,300,89.3,139,183,76.0,23,55,41.8,2,2.5,2.2,-0.5,22,40,16,3,49,Matches
681,Tomas Romero,sv SLV,GK,Toronto FC,22,2000,6.0,145,187,77.5,3845,2953,37,38,97.4,63,64,98.4,43,82,52.4,0,0.1,0.1,-0.1,1,2,1,0,0,Matches
682,David Romney,us USA,DF,New England,29,1993,34.0,1574,1862,84.5,32699,12040,422,479,88.1,931,1011,92.1,213,333,64.0,1,1.2,0.3,-0.2,5,78,2,0,86,Matches
683,Connor Ronan,ie IRL,MF,Colorado Rapids,24,1998,31.6,1632,2003,81.5,32065,11315,697,754,92.4,624,721,86.5,277,460,60.2,8,6.7,7.3,+1.3,64,208,26,8,203,Matches
684,Eloy Room,cw CUW,GK,Columbus Crew,33,1989,3.0,69,94,73.4,1607,1149,18,18,100.0,37,38,97.4,14,38,36.8,0,0.0,0.0,0.0,0,1,0,0,0,Matches
685,Joseph Rosales,hn HON,"FW,MF",Minnesota Utd,22,2000,12.1,348,484,71.9,5385,1606,199,232,85.8,121,154,78.6,19,59,32.2,0,0.7,0.6,-0.7,10,26,5,1,43,Matches
686,Oriol Rosell,es ESP,MF,LA Galaxy,30,1992,9.4,579,624,92.8,8991,2437,298,318,93.7,240,255,94.1,23,24,95.8,1,0.7,0.6,+0.3,6,52,1,0,42,Matches
687,Keegan Rosenberry,us USA,DF,Colorado Rapids,29,1993,25.2,1083,1372,78.9,20675,6946,448,482,92.9,484,573,84.5,135,254,53.1,0,1.4,1.8,-1.4,18,93,18,9,115,Matches
688,Daniel Rosero,co COL,DF,Sporting KC,29,1993,25.1,1246,1380,90.3,26178,8503,325,350,92.9,765,804,95.1,147,200,73.5,0,0.1,0.2,-0.1,4,42,2,0,46,Matches
689,Matheus Rossetto,br BRA,MF,Atlanta Utd,26,1996,20.3,1181,1293,91.3,19131,5620,572,612,93.5,470,502,93.6,93,110,84.5,1,1.2,1.4,-0.2,20,102,9,1,107,Matches
690,Diego Rossi,uy URU,"MF,FW",Columbus Crew,24,1998,8.6,257,330,77.9,3733,914,148,171,86.5,85,103,82.5,13,33,39.4,2,1.9,1.5,+0.1,20,22,15,3,42,Matches
691,Sigurd Rosted,no NOR,DF,Toronto FC,28,1994,18.3,712,849,83.9,13754,5000,228,255,89.4,422,472,89.4,60,113,53.1,0,0.2,0.1,-0.2,1,29,1,0,27,Matches
692,Paul Rothrock,us USA,FW,Seattle,24,1999,0.5,19,24,79.2,265,29,7,8,87.5,10,12,83.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
