Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
693,Kelyn Rowe,us USA,DF,Seattle,31,1991,3.8,209,252,82.9,3769,1502,95,101,94.1,89,110,80.9,22,34,64.7,0,0.1,0.1,-0.1,3,18,1,0,22,Matches
694,Ruan,br BRA,"DF,MF",D.C. United,27,1995,15.8,444,586,75.8,7032,2149,241,274,88.0,162,212,76.4,32,60,53.3,5,4.6,4.1,+0.4,30,21,17,10,39,Matches
695,Rubio Rubin,gt GUA,"FW,MF",Real Salt Lake,26,1996,14.4,236,312,75.6,3854,839,124,147,84.4,92,115,80.0,15,23,65.2,2,1.3,1.3,+0.7,15,22,10,2,38,Matches
696,Diego Rubio,cl CHI,"MF,FW",Colorado Rapids,29,1993,11.9,237,358,66.2,4332,1057,99,134,73.9,95,125,76.0,33,65,50.8,2,2.0,1.7,0.0,13,26,19,6,49,Matches
697,Raúl Ruidíaz,pe PER,FW,Seattle,32,1990,11.7,213,264,80.7,3205,454,119,138,86.2,73,87,83.9,12,14,85.7,1,1.0,0.7,0.0,5,12,4,1,23,Matches
698,David Ruiz,hn HON,MF,Inter Miami,18,2004,13.2,512,587,87.2,7904,1739,272,301,90.4,197,214,92.1,24,36,66.7,1,0.5,0.7,+0.5,6,45,5,0,43,Matches
699,Pablo Ruíz,ar ARG,MF,Real Salt Lake,24,1998,15.3,746,919,81.2,16408,5048,241,263,91.6,321,360,89.2,175,259,67.6,4,3.8,3.7,+0.2,35,96,16,2,104,Matches
700,Albert Rusnák,sk SVK,"MF,FW",Seattle,28,1994,29.1,1332,1541,86.4,23394,5581,624,679,91.9,508,553,91.9,158,228,69.3,0,2.7,3.6,-2.7,37,135,31,2,179,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
701,Johnny Russell,sct SCO,FW,Sporting KC,32,1990,18.7,475,686,69.2,8504,2268,224,263,85.2,165,227,72.7,66,140,47.1,3,2.8,3.1,+0.2,27,44,17,2,65,Matches
702,Jacen Russell-Rowe,ca CAN,"FW,MF",Columbus Crew,20,2002,6.0,122,168,72.6,1644,455,75,93,80.6,38,48,79.2,3,7,42.9,2,1.9,0.7,+0.1,12,6,13,1,27,Matches
703,Ryan Sailor,us USA,"DF,FW",Inter Miami,24,1998,3.4,82,100,82.0,1746,669,26,31,83.9,38,42,90.5,18,27,66.7,0,0.0,0.0,0.0,1,2,0,0,3,Matches
704,Nathan-Dylan Saliba,ca CAN,MF,CF Montréal,18,2004,19.7,598,768,77.9,10230,2498,295,353,83.6,241,287,84.0,52,82,63.4,0,0.4,1.1,-0.4,8,72,8,2,80,Matches
705,Abdi Salim,so SOM,DF,Orlando City,21,2001,1.6,41,48,85.4,755,258,12,14,85.7,28,31,90.3,1,2,50.0,0,0.0,0.0,0.0,0,0,1,1,3,Matches
706,Dániel Sallói,hu HUN,FW,Sporting KC,26,1996,31.9,831,1119,74.3,13241,3547,465,544,85.5,268,355,75.5,73,141,51.8,8,7.2,8.1,+0.8,60,54,51,16,113,Matches
707,Gaoussou Samaké,ci CIV,"MF,DF",D.C. United,25,1997,4.0,126,169,74.6,1941,677,68,81,84.0,44,58,75.9,9,17,52.9,0,0.4,0.6,-0.4,4,4,6,5,10,Matches
708,Ilie Sánchez,es ESP,MF,Los Angeles FC,32,1990,28.8,1392,1615,86.2,24541,8630,574,638,90.0,656,727,90.2,122,179,68.2,3,1.7,1.8,+1.3,21,180,19,0,164,Matches
709,James Sands,us USA,"MF,DF",NYCFC,22,2000,24.1,1258,1416,88.8,22818,6960,511,555,92.1,594,639,93.0,135,172,78.5,0,0.2,0.6,-0.2,6,111,5,0,107,Matches
710,William Sands,us USA,"DF,MF",Columbus Crew,22,2000,5.4,193,243,79.4,2715,681,119,144,82.6,63,76,82.9,6,11,54.5,1,0.6,0.3,+0.4,3,9,3,0,16,Matches
711,Jeong Sangbin,kr KOR,"FW,MF",Minnesota Utd,20,2002,10.7,171,273,62.6,2634,839,94,118,79.7,55,93,59.1,12,40,30.0,1,2.3,1.3,-1.3,14,10,11,4,16,Matches
712,Sergio Santos Gomes,br BRA,"FW,MF",FC Cincinnati,28,1994,10.0,165,237,69.6,2249,393,96,122,78.7,48,68,70.6,6,13,46.2,1,2.1,0.8,-1.1,11,10,3,0,22,Matches
713,Nuno Santos,pt POR,MF,Charlotte,23,1999,2.4,93,126,73.8,1835,722,27,35,77.1,48,56,85.7,15,28,53.6,0,0.1,0.6,-0.1,1,14,6,2,22,Matches
714,Pedro Santos,pt POR,"DF,MF",D.C. United,34,1988,16.7,530,778,68.1,8877,3706,266,324,82.1,213,296,72.0,42,117,35.9,1,0.9,1.7,+0.1,13,49,24,9,62,Matches
715,Rafael Santos,br BRA,DF,Orlando City,24,1998,22.1,961,1264,76.0,16792,7041,449,499,90.0,403,499,80.8,93,205,45.4,2,1.7,2.0,+0.3,15,80,28,15,128,Matches
716,C.J. Sapong,us USA,FW,Toronto FC,34,1988,14.1,161,241,66.8,2317,323,85,113,75.2,62,91,68.1,5,15,33.3,0,0.6,1.1,-0.6,9,11,6,0,26,Matches
717,C.J. Sapong,us USA,FW,Nashville,34,1988,4.2,69,102,67.6,1038,188,39,51,76.5,27,39,69.2,3,4,75.0,0,0.0,0.2,0.0,1,5,5,1,12,Matches
718,Hayden Sargis,us USA,DF,D.C. United,20,2002,0.2,4,6,66.7,62,23,2,3,66.7,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
719,Jefferson Savarino,ve VEN,"MF,FW",Real Salt Lake,26,1996,21.6,616,860,71.6,10614,3418,312,352,88.6,202,277,72.9,75,161,46.6,3,4.2,4.9,-1.2,48,75,38,12,116,Matches
720,Rodrigo Schlegel,ar ARG,DF,Orlando City,25,1997,21.9,822,974,84.4,15432,5542,277,306,90.5,468,519,90.2,71,126,56.3,0,0.2,0.2,-0.2,3,45,0,0,46,Matches
721,Tate Schmitt,us USA,DF,Dynamo FC,25,1997,4.4,204,258,79.1,3765,1078,94,106,88.7,84,95,88.4,24,43,55.8,0,0.4,0.4,-0.4,6,11,8,3,19,Matches
722,Alessandro Schöpf,at AUT,MF,Vancouver,28,1994,19.7,662,762,86.9,10267,2487,373,407,91.6,230,259,88.8,43,54,79.6,0,0.6,1.4,-0.6,14,53,15,2,83,Matches
723,Patrick Schulte,us USA,GK,Columbus Crew,21,2001,31.0,898,1134,79.2,19652,13856,282,285,98.9,452,469,96.4,160,370,43.2,1,0.1,0.0,+0.9,1,15,0,0,1,Matches
724,Dante Sealy,us USA,"MF,DF",FC Dallas,19,2003,3.2,85,118,72.0,1259,426,52,62,83.9,23,36,63.9,9,16,56.3,0,0.1,0.2,-0.1,3,8,5,1,10,Matches
725,Gabe Segal,us USA,FW,NYCFC,21,2001,4.6,91,125,72.8,1078,194,58,68,85.3,27,40,67.5,0,2,0.0,0,0.5,0.3,-0.5,5,4,3,0,6,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
726,Amar Sejdic,us USA,MF,Atlanta Utd,26,1996,11.8,428,500,85.6,7771,1605,185,200,92.5,181,203,89.2,48,67,71.6,0,0.2,0.3,-0.2,4,50,5,1,43,Matches
727,Brandon Servania,us USA,"MF,FW",Toronto FC,23,1999,18.9,677,815,83.1,10354,3365,369,416,88.7,229,259,88.4,48,82,58.5,1,1.8,1.4,-0.8,21,67,10,2,68,Matches
728,Jacob Shaffelburg,ca CAN,"FW,MF",Nashville,23,1999,14.6,192,343,56.0,3217,1071,108,147,73.5,57,100,57.0,24,46,52.2,1,2.5,1.3,-1.5,17,17,19,8,30,Matches
729,Xherdan Shaqiri,ch SUI,MF,Chicago Fire,31,1991,22.8,773,1086,71.2,13498,4981,393,451,87.1,248,337,73.6,107,213,50.2,4,6.0,6.7,-2.0,39,110,52,8,162,Matches
730,Billy Sharp,eng ENG,FW,LA Galaxy,36,1986,7.9,76,103,73.8,1002,161,46,56,82.1,23,33,69.7,3,5,60.0,1,0.5,0.5,+0.5,5,5,3,0,7,Matches
731,Khiry Shelton,us USA,"FW,MF",Sporting KC,29,1993,9.4,237,306,77.5,3435,1034,143,165,86.7,78,99,78.8,10,12,83.3,0,1.4,0.7,-1.4,11,13,10,2,43,Matches
732,Andre Shinyashiki,br BRA,"MF,FW",Charlotte,27,1995,2.1,57,80,71.3,998,229,22,27,81.5,26,34,76.5,6,12,50.0,0,0.2,0.5,-0.2,3,5,2,0,10,Matches
733,Marcelo Silva,uy URU,DF,Real Salt Lake,33,1989,16.0,671,745,90.1,13398,4330,194,213,91.1,389,420,92.6,77,96,80.2,0,0.2,0.1,-0.2,1,20,0,0,22,Matches
734,Xande Silva,pt POR,FW,Atlanta Utd,25,1997,7.1,206,257,80.2,2708,695,124,143,86.7,54,65,83.1,11,18,61.1,2,2.0,1.9,0.0,12,9,10,1,25,Matches
735,Jonathan Sirois,ca CAN,GK,CF Montréal,21,2001,32.1,807,1119,72.1,20321,14817,223,224,99.6,363,377,96.3,214,504,42.5,0,0.0,0.0,0.0,1,9,0,0,3,Matches
736,Pablo Sisniega,mx MEX,GK,Charlotte,27,1995,3.0,47,69,68.1,1245,975,12,12,100.0,24,26,92.3,11,31,35.5,0,0.0,0.0,0.0,0,2,0,0,0,Matches
737,Jack Skahan,us USA,"FW,MF",San Jose,24,1998,4.0,89,109,81.7,1439,354,47,52,90.4,34,40,85.0,8,12,66.7,1,0.4,0.4,+0.6,5,9,6,1,17,Matches
738,Brad Smith,au AUS,"DF,FW",Dynamo FC,28,1994,5.3,158,223,70.9,2620,859,85,96,88.5,59,82,72.0,14,29,48.3,2,0.9,1.0,+1.1,4,9,4,1,12,Matches
739,Collin Smith,us USA,"DF,MF",FC Dallas,19,2003,1.2,20,27,74.1,273,91,13,16,81.3,7,8,87.5,0,2,0.0,0,0.0,0.0,0.0,0,1,1,0,2,Matches
740,Kyle Smith,us USA,DF,Orlando City,31,1992,16.6,709,911,77.8,11846,4463,360,399,90.2,289,359,80.5,51,95,53.7,2,1.3,1.5,+0.7,11,57,15,5,68,Matches
741,Jan Sobociński,pl POL,DF,Charlotte,23,1999,7.2,353,422,83.6,7258,2706,118,128,92.2,187,207,90.3,45,82,54.9,0,0.0,0.1,0.0,0,25,1,0,19,Matches
742,Santiago Sosa,ar ARG,MF,Atlanta Utd,23,1999,10.2,503,591,85.1,9717,2565,200,234,85.5,209,242,86.4,79,88,89.8,1,0.2,0.3,+0.8,6,70,4,1,66,Matches
743,Arnaud Souquet,fr FRA,DF,Chicago Fire,30,1992,20.3,735,957,76.8,11490,4886,381,437,87.2,293,354,82.8,43,100,43.0,3,1.2,1.7,+1.8,13,68,25,14,80,Matches
744,Ryan Spaulding,us USA,DF,New England,24,1998,6.9,306,373,82.0,4634,1336,163,178,91.6,118,140,84.3,13,29,44.8,0,0.1,0.1,-0.1,3,22,1,0,21,Matches
745,Dayne St. Clair,ca CAN,GK,Minnesota Utd,25,1997,30.0,706,929,76.0,17949,12206,130,131,99.2,404,410,98.5,171,384,44.5,1,0.1,0.1,+0.9,1,8,0,0,0,Matches
746,Mason Stajduhar,us USA,GK,Orlando City,25,1997,4.0,78,114,68.4,2201,1716,21,22,95.5,25,27,92.6,31,64,48.4,1,0.0,0.0,+1.0,1,0,0,0,0,Matches
747,Nicolás Stefanelli,ar ARG,"FW,MF",Inter Miami,28,1994,14.8,418,566,73.9,6388,1328,226,272,83.1,148,185,80.0,25,47,53.2,0,0.7,1.3,-0.7,15,32,9,5,46,Matches
748,Lazar Stefanovic,ca CAN,DF,Toronto FC,16,2006,0.9,26,29,89.7,426,194,14,14,100.0,9,11,81.8,3,4,75.0,0,0.0,0.0,0.0,0,3,0,0,1,Matches
749,Daniel Steres,us USA,DF,Dynamo FC,32,1990,20.7,820,978,83.8,15866,5834,301,336,89.6,412,458,90.0,102,165,61.8,2,1.4,1.0,+0.6,7,59,7,3,39,Matches
750,Benjamin Stitz,us USA,FW,FC Cincinnati,22,2000,0.2,4,4,100.0,35,14,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
751,Jared Stroud,us USA,"MF,FW",St. Louis,26,1996,21.9,440,671,65.6,7380,2211,202,266,75.9,184,247,74.5,37,78,47.4,5,2.0,1.9,+3.0,23,35,23,13,50,Matches
752,Peter Stroud,us USA,MF,NY Red Bulls,20,2002,11.3,391,490,79.8,5869,1411,217,244,88.9,139,168,82.7,22,41,53.7,0,0.3,0.6,-0.3,6,30,3,1,36,Matches
753,Brad Stuver,us USA,GK,Austin,31,1991,34.0,1048,1401,74.8,25992,18962,243,245,99.2,560,568,98.6,242,577,41.9,0,0.0,0.1,0.0,0,20,0,0,4,Matches
754,Yekeson Subah,lr LBR,FW,Los Angeles FC,18,2004,0.2,1,1,100.0,11,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
755,Quinn Sullivan,us USA,"FW,MF",Philadelphia,18,2004,7.7,177,221,80.1,2463,347,110,126,87.3,51,67,76.1,8,13,61.5,1,0.7,0.6,+0.3,9,8,4,1,11,Matches
756,Lawson Sunderland,us USA,"MF,FW",Inter Miami,21,2001,0.7,25,32,78.1,330,90,16,19,84.2,8,11,72.7,0,0,,0,0.0,0.0,0.0,1,1,0,0,2,Matches
757,Sam Surridge,eng ENG,FW,Nashville,24,1998,5.5,74,112,66.1,1261,330,34,51,66.7,26,31,83.9,8,14,57.1,0,0.9,0.6,-0.9,8,7,1,0,12,Matches
758,Erik Sviatchenko,dk DEN,DF,Dynamo FC,31,1991,15.0,559,693,80.7,11836,3805,159,179,88.8,304,341,89.1,88,157,56.1,0,0.2,0.5,-0.2,3,49,3,0,41,Matches
759,Ben Sweat,us USA,DF,New England,31,1991,3.7,138,188,73.4,2215,903,70,79,88.6,59,75,78.7,7,27,25.9,0,0.1,0.2,-0.1,2,7,1,0,14,Matches
760,Ben Sweat,us USA,DF,Sporting KC,31,1991,3.5,179,231,77.5,2987,1260,90,101,89.1,69,82,84.1,16,37,43.2,0,0.1,0.3,-0.1,2,23,4,1,18,Matches
761,Karol Świderski,pl POL,"FW,MF",Charlotte,26,1997,26.8,522,763,68.4,8231,1755,282,354,79.7,176,243,72.4,39,86,45.3,4,3.7,4.7,+0.3,28,42,26,4,69,Matches
762,Nkosi Tafari,us USA,DF,FC Dallas,25,1997,27.7,1322,1579,83.7,26561,10749,443,495,89.5,707,777,91.0,167,288,58.0,3,1.9,0.9,+1.1,7,84,3,2,85,Matches
763,Ismael Tajouri-Shradi,ly LBY,FW,Minnesota Utd,28,1994,3.9,138,159,86.8,2073,526,83,89,93.3,40,45,88.9,10,12,83.3,2,1.1,1.0,+0.9,5,15,4,0,19,Matches
764,Yohei Takaoka,jp JPN,GK,Vancouver,26,1996,33.0,702,984,71.3,19405,13480,140,141,99.3,347,347,100.0,210,488,43.0,0,0.0,0.1,0.0,0,12,1,0,0,Matches
765,Miguel Tapias,mx MEX,DF,Minnesota Utd,26,1997,31.8,1245,1469,84.8,26230,10118,386,426,90.6,644,724,89.0,209,294,71.1,0,1.1,0.3,-1.1,4,64,3,1,92,Matches
766,Andrew Tarbell,us USA,GK,Dynamo FC,29,1993,1.0,24,24,100.0,500,280,8,8,100.0,12,12,100.0,4,4,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
767,Sidnei Tavares,pt POR,MF,Colorado Rapids,21,2001,3.3,84,104,80.8,1412,426,38,48,79.2,36,40,90.0,7,11,63.6,0,0.1,0.2,-0.1,2,11,2,0,15,Matches
768,D.J. Taylor,us USA,DF,Minnesota Utd,25,1997,27.9,1027,1441,71.3,17736,8082,509,580,87.8,393,549,71.6,104,226,46.0,0,1.8,2.4,-1.8,22,90,38,16,130,Matches
769,Robert Taylor,fi FIN,"FW,DF",Inter Miami,28,1994,16.2,615,791,77.7,9476,2470,355,398,89.2,210,253,83.0,38,94,40.4,5,2.2,2.4,+2.8,29,40,30,5,73,Matches
770,Russell Teibert,ca CAN,MF,Vancouver,30,1992,1.7,61,73,83.6,815,140,39,42,92.9,21,26,80.8,1,2,50.0,0,0.0,0.0,0.0,0,5,0,0,3,Matches
771,Carlos Terán,co COL,DF,Chicago Fire,22,2000,17.5,729,928,78.6,15769,5961,204,236,86.4,393,454,86.6,130,220,59.1,0,0.2,0.2,-0.2,4,34,2,1,40,Matches
772,Dylan Teves,us USA,FW,Seattle,22,2000,4.3,124,166,74.7,1711,278,81,96,84.4,39,52,75.0,3,8,37.5,0,0.2,0.5,-0.2,1,8,1,0,13,Matches
773,Thiago,br BRA,"FW,MF",NYCFC,22,2000,1.5,35,40,87.5,427,28,19,22,86.4,10,11,90.9,1,1,100.0,0,0.1,0.2,-0.1,3,2,0,0,0,Matches
774,Jamal Thiaré,sn SEN,FW,Atlanta Utd,29,1993,0.6,1,9,11.1,12,11,1,4,25.0,0,3,0.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
775,Erik Thommy,de GER,"MF,FW",Sporting KC,28,1994,28.7,1117,1365,81.8,19716,4143,533,580,91.9,422,494,85.4,128,196,65.3,5,3.3,3.1,+1.7,43,106,30,5,154,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
776,Kosi Thompson,ca CAN,"MF,FW",Toronto FC,20,2003,6.5,200,237,84.4,2986,623,108,122,88.5,78,88,88.6,9,13,69.2,0,0.9,0.8,-0.9,5,21,0,0,13,Matches
777,Tommy Thompson,us USA,"MF,DF",San Jose,27,1995,3.9,152,175,86.9,2152,604,84,88,95.5,54,60,90.0,6,11,54.5,0,0.2,0.5,-0.2,6,9,3,1,18,Matches
778,Timothy Tillman,de GER,MF,Los Angeles FC,24,1999,18.3,703,817,86.0,11781,3044,333,360,92.5,275,304,90.5,64,89,71.9,1,1.0,1.7,0.0,20,79,21,1,101,Matches
779,John Tolkin,us USA,DF,NY Red Bulls,20,2002,26.4,1056,1508,70.0,19523,7755,473,555,85.2,426,569,74.9,140,316,44.3,6,4.4,4.6,+1.6,44,91,24,9,109,Matches
780,Nouhou Tolo,cm CMR,DF,Seattle,25,1997,22.8,1098,1307,84.0,18609,6026,557,603,92.4,431,505,85.3,91,150,60.7,0,0.6,0.9,-0.6,9,122,9,7,116,Matches
781,Facundo Torres,uy URU,"FW,MF",Orlando City,22,2000,26.3,831,1041,79.8,13309,3278,493,539,91.5,240,300,80.0,80,134,59.7,3,4.2,4.6,-1.2,50,78,46,13,140,Matches
782,Jairo Torres,mx MEX,"MF,FW",Chicago Fire,22,2000,8.5,255,324,78.7,4081,1117,147,162,90.7,80,97,82.5,22,41,53.7,0,0.5,0.4,-0.5,9,20,5,3,32,Matches
783,Joaquín Torres,ar ARG,"MF,FW",Philadelphia,26,1997,3.9,84,131,64.1,1539,469,40,50,80.0,28,38,73.7,15,29,51.7,1,0.7,0.9,+0.3,9,7,10,5,16,Matches
784,Mason Toye,us USA,FW,CF Montréal,24,1998,7.5,101,154,65.6,1711,208,56,76,73.7,34,49,69.4,11,15,73.3,0,0.4,0.2,-0.4,8,2,4,0,9,Matches
785,Wil Trapp,us USA,MF,Minnesota Utd,30,1993,26.9,1175,1389,84.6,21816,7317,495,560,88.4,511,577,88.6,150,202,74.3,0,1.5,2.4,-1.5,21,159,20,3,167,Matches
786,Miguel Trauco,pe PER,DF,San Jose,30,1992,22.3,1048,1343,78.0,19527,8861,496,546,90.8,406,499,81.4,135,242,55.8,0,1.3,2.4,-1.3,19,110,37,5,120,Matches
787,Niko Tsakiris,us USA,MF,San Jose,17,2005,6.8,316,380,83.2,4641,1089,178,201,88.6,104,116,89.7,21,34,61.8,0,0.7,0.6,-0.7,6,22,9,0,39,Matches
788,Bill Tuiloma,nz NZL,DF,Charlotte,27,1995,15.0,694,828,83.8,13977,5635,220,250,88.0,394,432,91.2,76,131,58.0,0,0.1,0.1,-0.1,2,44,3,0,60,Matches
789,Stephen Turnbull,us USA,"DF,MF",NYCFC,24,1998,5.4,183,247,74.1,2757,862,110,124,88.7,67,88,76.1,5,20,25.0,0,0.8,0.7,-0.8,9,11,5,1,19,Matches
790,Ema Twumasi,gh GHA,DF,FC Dallas,25,1997,17.5,756,898,84.2,11379,3087,425,456,93.2,272,312,87.2,39,84,46.4,0,0.8,1.2,-0.8,8,38,16,7,61,Matches
791,Marinos Tzionis,cy CYP,"FW,MF",Sporting KC,21,2001,8.1,217,272,79.8,2824,642,141,159,88.7,58,72,80.6,9,23,39.1,1,0.2,0.4,+0.8,3,11,9,0,26,Matches
792,Mikael Uhre,dk DEN,FW,Philadelphia,28,1994,23.8,249,409,60.9,3380,715,147,204,72.1,75,120,62.5,7,20,35.0,4,3.3,2.7,+0.7,29,15,16,5,27,Matches
793,Þorleifur Úlfarsson,is ISL,"FW,MF",Dynamo FC,22,2000,5.3,61,94,64.9,771,81,42,58,72.4,11,20,55.0,3,6,50.0,1,1.1,0.5,-0.1,10,2,3,1,6,Matches
794,Victor Ulloa,us USA,MF,Inter Miami,30,1992,1.8,75,84,89.3,1130,334,49,54,90.7,21,23,91.3,4,6,66.7,0,0.0,0.0,0.0,1,10,0,0,9,Matches
795,Jere Uronen,fi FIN,DF,Charlotte,28,1994,6.8,286,348,82.2,4545,1523,163,176,92.6,102,119,85.7,17,41,41.5,0,0.3,1.0,-0.3,3,29,1,0,34,Matches
796,Maximiliano Urruti,ar ARG,FW,Austin,31,1991,10.8,95,130,73.1,1446,318,53,64,82.8,28,37,75.7,8,16,50.0,0,0.2,0.8,-0.2,7,7,9,0,16,Matches
797,Júnior Urso,br BRA,"MF,FW",Orlando City,33,1989,2.8,90,116,77.6,1287,164,59,66,89.4,25,30,83.3,4,8,50.0,0,0.0,0.1,0.0,0,3,0,0,2,Matches
798,Leo Väisänen,fi FIN,DF,Austin,25,1997,19.6,1011,1152,87.8,19001,7335,363,407,89.2,542,590,91.9,93,136,68.4,1,0.5,0.6,+0.5,6,40,6,2,54,Matches
799,Jhojan Valencia,co COL,MF,Austin,26,1996,15.9,648,743,87.2,11760,2969,278,304,91.4,286,310,92.3,72,96,75.0,1,0.5,0.7,+0.5,7,49,4,1,63,Matches
800,Zarek Valentin,pr PUR,DF,Minnesota Utd,31,1991,14.7,481,672,71.6,9045,3896,197,211,93.4,217,307,70.7,62,124,50.0,2,1.1,1.2,+0.9,10,52,10,3,52,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
801,Gerardo Valenzuela,us USA,MF,FC Cincinnati,18,2004,0.1,4,5,80.0,32,0,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
802,Gustavo Vallecilla,ec ECU,DF,Columbus Crew,23,1999,9.4,507,615,82.4,9139,3691,203,224,90.6,265,302,87.7,37,75,49.3,0,0.0,0.3,0.0,1,68,2,1,60,Matches
803,Dante Vanzeir,be BEL,"FW,MF",NY Red Bulls,24,1998,8.3,102,174,58.6,1491,369,52,66,78.8,34,59,57.6,10,18,55.6,1,1.3,1.2,-0.3,13,10,14,3,16,Matches
804,Kerwin Vargas,co COL,"FW,MF",Charlotte,21,2002,16.5,528,716,73.7,8401,2623,288,324,88.9,183,238,76.9,42,115,36.5,3,3.6,3.4,-0.6,27,35,35,19,65,Matches
805,Marlon Vargas,sv SLV,MF,Colorado Rapids,22,2001,0.1,6,9,66.7,97,21,4,4,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
806,Obed Vargas,us USA,MF,Seattle,17,2005,14.7,617,708,87.1,9556,2327,332,361,92.0,231,256,90.2,39,49,79.6,1,0.6,0.7,+0.4,6,48,4,1,66,Matches
807,Indiana Vassilev,us USA,MF,St. Louis,21,2001,23.5,570,786,72.5,9987,3215,278,328,84.8,210,274,76.6,69,141,48.9,4,2.6,2.8,+1.4,38,65,24,6,89,Matches
808,Brandon Vazquez,us USA,FW,FC Cincinnati,24,1998,26.4,426,613,69.5,6514,1163,247,313,78.9,120,172,69.8,34,51,66.7,2,3.1,1.5,-1.1,21,21,18,2,46,Matches
809,Víctor Vázquez,es ESP,"MF,FW",Toronto FC,36,1987,2.7,186,212,87.7,3220,1046,77,80,96.3,70,76,92.1,25,37,67.6,0,0.1,0.5,-0.1,3,20,4,0,21,Matches
810,Carlos Vela,mx MEX,FW,Los Angeles FC,33,1989,23.0,677,939,72.1,12536,4681,271,326,83.1,293,356,82.3,90,187,48.1,7,5.6,5.6,+1.4,67,80,66,8,165,Matches
811,Alan Velasco,ar ARG,"FW,MF",FC Dallas,20,2002,25.1,703,925,76.0,12223,2967,343,386,88.9,239,303,78.9,95,163,58.3,2,2.9,3.7,-0.9,34,70,21,5,93,Matches
812,Brayan Vera,co COL,DF,Real Salt Lake,24,1999,22.7,921,1160,79.4,20511,8819,268,302,88.7,460,523,88.0,188,313,60.1,1,0.6,0.6,+0.4,14,84,9,3,76,Matches
813,Ranko Veselinović,rs SRB,DF,Vancouver,23,1999,31.4,1506,1714,87.9,31278,10621,337,371,90.8,1018,1065,95.6,141,247,57.1,2,1.3,1.3,+0.7,7,78,6,0,82,Matches
814,Jules-Anthony Vilsaint,ca CAN,FW,CF Montréal,20,2003,4.6,43,67,64.2,736,178,18,25,72.0,18,28,64.3,5,8,62.5,1,0.5,0.2,+0.5,4,5,3,0,9,Matches
815,Pedro Vite,ec ECU,"MF,FW",Vancouver,20,2002,23.9,944,1145,82.4,15981,5552,467,515,90.7,371,427,86.9,84,133,63.2,0,2.8,4.5,-2.8,29,120,42,8,171,Matches
816,Gino Vivi,cr CRC,"MF,DF",LA Galaxy,22,2000,0.9,35,40,87.5,403,44,24,25,96.0,9,12,75.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1,Matches
817,Robert Voloder,ba BIH,DF,Sporting KC,21,2001,11.4,561,681,82.4,11207,3142,172,194,88.7,311,356,87.4,75,116,64.7,0,0.0,0.1,0.0,0,32,0,0,33,Matches
